indicator,iso3,year,value
NY.GDP.PCAP.PP.KD,KOR,2008,37064.152
NY.GDP.PCAP.PP.KD,KOR,2007,36257.340
NY.GDP.PCAP.PP.KD,KOR,2006,34429.622
NY.GDP.PCAP.PP.KD,KOR,2005,32886.047
NY.GDP.PCAP.PP.KD,KOR,2004,31579.528
NY.GDP.PCAP.PP.KD,KOR,2003,30142.461
NY.GDP.PCAP.PP.KD,KOR,2002,29395.277
NY.GDP.PCAP.PP.KD,KOR,2001,27440.656
NY.GDP.PCAP.PP.KD,KOR,2000,26404.159
NY.GDP.PCAP.PP.KD,KOR,1999,24382.251
NY.GDP.PCAP.PP.KD,KOR,1998,22000.339
NY.GDP.PCAP.PP.KD,KOR,1997,23311.042
NY.GDP.PCAP.PP.KD,KOR,1996,22139.796
NY.GDP.PCAP.PP.KD,KOR,1995,20697.897
NY.GDP.PCAP.PP.KD,MAR,2024,9162.747
NY.GDP.PCAP.PP.KD,MAR,2023,8915.352
NY.GDP.PCAP.PP.KD,MAR,2022,8690.448
NY.GDP.PCAP.PP.KD,MAR,2021,8623.266
NY.GDP.PCAP.PP.KD,MAR,2020,8054.563
NY.GDP.PCAP.PP.KD,MAR,2019,8768.176
NY.GDP.PCAP.PP.KD,MAR,2018,8611.750
NY.GDP.PCAP.PP.KD,MAR,2017,8450.009
NY.GDP.PCAP.PP.KD,MAR,2016,8141.940
NY.GDP.PCAP.PP.KD,MAR,2015,8198.809
NY.GDP.PCAP.PP.KD,MAR,2014,7951.798
NY.GDP.PCAP.PP.KD,MAR,2013,7839.032
NY.GDP.PCAP.PP.KD,MAR,2012,7628.644
NY.GDP.PCAP.PP.KD,MAR,2011,7503.793
NY.GDP.PCAP.PP.KD,MAR,2010,7210.637
NY.GDP.PCAP.PP.KD,MAR,2009,7063.727
NY.GDP.PCAP.PP.KD,MAR,2008,6901.951
NY.GDP.PCAP.PP.KD,MAR,2007,6620.590
NY.GDP.PCAP.PP.KD,MAR,2006,6488.674
NY.GDP.PCAP.PP.KD,MAR,2005,6103.422
NY.GDP.PCAP.PP.KD,MAR,2004,5996.390
NY.GDP.PCAP.PP.KD,MAR,2003,5810.053
NY.GDP.PCAP.PP.KD,MAR,2002,5544.072
NY.GDP.PCAP.PP.KD,MAR,2001,5417.579
NY.GDP.PCAP.PP.KD,MAR,2000,5100.116
NY.GDP.PCAP.PP.KD,MAR,1999,5043.665
NY.GDP.PCAP.PP.KD,MAR,1998,5033.923
NY.GDP.PCAP.PP.KD,MAR,1997,4766.110
NY.GDP.PCAP.PP.KD,MAR,1996,4916.480
NY.GDP.PCAP.PP.KD,MAR,1995,4444.229
NY.GDP.PCAP.PP.KD,MOZ,2024,1500.708
NY.GDP.PCAP.PP.KD,MOZ,2023,1512.667
NY.GDP.PCAP.PP.KD,MOZ,2022,1476.734
NY.GDP.PCAP.PP.KD,MOZ,2021,1457.235
NY.GDP.PCAP.PP.KD,MOZ,2020,1466.125
NY.GDP.PCAP.PP.KD,MOZ,2019,1528.890
NY.GDP.PCAP.PP.KD,MOZ,2018,1538.835
NY.GDP.PCAP.PP.KD,MOZ,2017,1532.007
NY.GDP.PCAP.PP.KD,MOZ,2016,1537.909
NY.GDP.PCAP.PP.KD,MOZ,2015,1512.600
NY.GDP.PCAP.PP.KD,MOZ,2014,1449.929
NY.GDP.PCAP.PP.KD,MOZ,2013,1385.833
NY.GDP.PCAP.PP.KD,MOZ,2012,1338.516
NY.GDP.PCAP.PP.KD,MOZ,2011,1275.530
NY.GDP.PCAP.PP.KD,MOZ,2010,1224.230
NY.GDP.PCAP.PP.KD,MOZ,2009,1178.709
NY.GDP.PCAP.PP.KD,MOZ,2008,1141.943
NY.GDP.PCAP.PP.KD,MOZ,2007,1095.126
NY.GDP.PCAP.PP.KD,MOZ,2006,1041.805
NY.GDP.PCAP.PP.KD,MOZ,2005,970.390
NY.GDP.PCAP.PP.KD,MOZ,2004,934.134
NY.GDP.PCAP.PP.KD,MOZ,2003,883.239
NY.GDP.PCAP.PP.KD,MOZ,2002,842.645
NY.GDP.PCAP.PP.KD,MOZ,2001,785.790
NY.GDP.PCAP.PP.KD,MOZ,2000,711.976
NY.GDP.PCAP.PP.KD,MOZ,1999,722.306
NY.GDP.PCAP.PP.KD,MOZ,1998,660.650
NY.GDP.PCAP.PP.KD,MOZ,1997,612.372
NY.GDP.PCAP.PP.KD,MOZ,1996,562.857
NY.GDP.PCAP.PP.KD,MOZ,1995,525.419
NY.GDP.PCAP.PP.KD,MYS,2024,34116.232
NY.GDP.PCAP.PP.KD,MYS,2023,32857.668
NY.GDP.PCAP.PP.KD,MYS,2022,32129.222
NY.GDP.PCAP.PP.KD,MYS,2021,29822.849
NY.GDP.PCAP.PP.KD,MYS,2020,29200.453
NY.GDP.PCAP.PP.KD,MYS,2019,31300.509
NY.GDP.PCAP.PP.KD,MYS,2018,30459.966
NY.GDP.PCAP.PP.KD,MYS,2017,29551.546
NY.GDP.PCAP.PP.KD,MYS,2016,28425.371
NY.GDP.PCAP.PP.KD,MYS,2015,27699.628
NY.GDP.PCAP.PP.KD,MYS,2014,26818.432
NY.GDP.PCAP.PP.KD,MYS,2013,25736.353
NY.GDP.PCAP.PP.KD,MYS,2012,25006.359
NY.GDP.PCAP.PP.KD,MYS,2011,24115.818
NY.GDP.PCAP.PP.KD,MYS,2010,23307.970
NY.GDP.PCAP.PP.KD,MYS,2009,22106.642
NY.GDP.PCAP.PP.KD,MYS,2008,22898.003
NY.GDP.PCAP.PP.KD,MYS,2007,22305.118
NY.GDP.PCAP.PP.KD,MYS,2006,21444.486
NY.GDP.PCAP.PP.KD,MYS,2005,20767.586
NY.GDP.PCAP.PP.KD,MYS,2004,20168.506
NY.GDP.PCAP.PP.KD,MYS,2003,19329.006
NY.GDP.PCAP.PP.KD,MYS,2002,18708.869
NY.GDP.PCAP.PP.KD,MYS,2001,18186.441
NY.GDP.PCAP.PP.KD,MYS,2000,18532.910
NY.GDP.PCAP.PP.KD,MYS,1999,17428.626
NY.GDP.PCAP.PP.KD,MYS,1998,16817.172
NY.GDP.PCAP.PP.KD,MYS,1997,18604.515
NY.GDP.PCAP.PP.KD,MYS,1996,17771.712
NY.GDP.PCAP.PP.KD,MYS,1995,16568.516
NY.GDP.PCAP.PP.KD,TUN,2024,12774.916
NY.GDP.PCAP.PP.KD,TUN,2023,12650.962
NY.GDP.PCAP.PP.KD,TUN,2022,12712.223
NY.GDP.PCAP.PP.KD,TUN,2021,12444.326
NY.GDP.PCAP.PP.KD,TUN,2020,11955.598
NY.GDP.PCAP.PP.KD,TUN,2019,13243.902
NY.GDP.PCAP.PP.KD,TUN,2018,13163.195
NY.GDP.PCAP.PP.KD,TUN,2017,12955.401
NY.GDP.PCAP.PP.KD,TUN,2016,12803.880
NY.GDP.PCAP.PP.KD,TUN,2015,12802.792
NY.GDP.PCAP.PP.KD,TUN,2014,12824.003
NY.GDP.PCAP.PP.KD,TUN,2013,12587.995
NY.GDP.PCAP.PP.KD,TUN,2012,12436.396
NY.GDP.PCAP.PP.KD,TUN,2011,12068.714
NY.GDP.PCAP.PP.KD,TUN,2010,12458.271
NY.GDP.PCAP.PP.KD,TUN,2009,12229.775
NY.GDP.PCAP.PP.KD,TUN,2008,11990.196
NY.GDP.PCAP.PP.KD,TUN,2007,11613.925
NY.GDP.PCAP.PP.KD,TUN,2006,10983.922
NY.GDP.PCAP.PP.KD,TUN,2005,10529.160
NY.GDP.PCAP.PP.KD,TUN,2004,10263.806
NY.GDP.PCAP.PP.KD,TUN,2003,9752.024
NY.GDP.PCAP.PP.KD,TUN,2002,9407.557
NY.GDP.PCAP.PP.KD,TUN,2001,9380.563
NY.GDP.PCAP.PP.KD,TUN,2000,9134.415
NY.GDP.PCAP.PP.KD,TUN,1999,8821.988
NY.GDP.PCAP.PP.KD,TUN,1998,8417.985
NY.GDP.PCAP.PP.KD,TUN,1997,8136.338
NY.GDP.PCAP.PP.KD,TUN,1996,7821.792
NY.GDP.PCAP.PP.KD,TUN,1995,7406.239
NY.GDP.PCAP.PP.KD,VNM,2024,14396.422
NY.GDP.PCAP.PP.KD,VNM,2023,13534.800
NY.GDP.PCAP.PP.KD,VNM,2022,12979.764
NY.GDP.PCAP.PP.KD,VNM,2021,12048.902
NY.GDP.PCAP.PP.KD,VNM,2020,11851.397
NY.GDP.PCAP.PP.KD,VNM,2019,11628.614
NY.GDP.PCAP.PP.KD,VNM,2018,10936.894
NY.GDP.PCAP.PP.KD,VNM,2017,10290.549
NY.GDP.PCAP.PP.KD,VNM,2016,9743.188
NY.GDP.PCAP.PP.KD,VNM,2015,9248.024
NY.GDP.PCAP.PP.KD,VNM,2014,8751.883
NY.GDP.PCAP.PP.KD,VNM,2013,8324.199
NY.GDP.PCAP.PP.KD,VNM,2012,7979.868
NY.GDP.PCAP.PP.KD,VNM,2011,7652.619
NY.GDP.PCAP.PP.KD,VNM,2010,7274.733
NY.GDP.PCAP.PP.KD,VNM,2009,6914.339
NY.GDP.PCAP.PP.KD,VNM,2008,6659.136
NY.GDP.PCAP.PP.KD,VNM,2007,6418.544
NY.GDP.PCAP.PP.KD,VNM,2006,6098.245
NY.GDP.PCAP.PP.KD,VNM,2005,5776.363
NY.GDP.PCAP.PP.KD,VNM,2004,5421.097
NY.GDP.PCAP.PP.KD,VNM,2003,5090.290
NY.GDP.PCAP.PP.KD,VNM,2002,4809.622
NY.GDP.PCAP.PP.KD,VNM,2001,4570.268
NY.GDP.PCAP.PP.KD,VNM,2000,4349.223
NY.GDP.PCAP.PP.KD,VNM,1999,4119.054
NY.GDP.PCAP.PP.KD,VNM,1998,3982.958
NY.GDP.PCAP.PP.KD,VNM,1997,3820.302
NY.GDP.PCAP.PP.KD,VNM,1996,3584.029
NY.GDP.PCAP.PP.KD,VNM,1995,3328.215
