indicator,iso3,year,value
SL.SRV.EMPL.ZS,SEN,2005,41.818
SL.SRV.EMPL.ZS,SEN,2004,41.004
SL.SRV.EMPL.ZS,SEN,2003,39.949
SL.SRV.EMPL.ZS,SEN,2002,39.001
SL.SRV.EMPL.ZS,SEN,2001,38.385
SL.SRV.EMPL.ZS,SEN,2000,38.013
SL.SRV.EMPL.ZS,SEN,1999,37.629
SL.SRV.EMPL.ZS,SEN,1998,37.010
SL.SRV.EMPL.ZS,SEN,1997,36.520
SL.SRV.EMPL.ZS,SEN,1996,36.282
SL.SRV.EMPL.ZS,SEN,1995,36.174
SL.SRV.EMPL.ZS,TZA,2024,26.859
SL.SRV.EMPL.ZS,TZA,2023,26.794
SL.SRV.EMPL.ZS,TZA,2022,26.402
SL.SRV.EMPL.ZS,TZA,2021,26.136
SL.SRV.EMPL.ZS,TZA,2020,26.224
SL.SRV.EMPL.ZS,TZA,2019,27.276
SL.SRV.EMPL.ZS,TZA,2018,26.858
SL.SRV.EMPL.ZS,TZA,2017,26.488
SL.SRV.EMPL.ZS,TZA,2016,26.105
SL.SRV.EMPL.ZS,TZA,2015,25.702
SL.SRV.EMPL.ZS,TZA,2014,25.329
SL.SRV.EMPL.ZS,TZA,2013,24.786
SL.SRV.EMPL.ZS,TZA,2012,24.241
SL.SRV.EMPL.ZS,TZA,2011,23.954
SL.SRV.EMPL.ZS,TZA,2010,23.383
SL.SRV.EMPL.ZS,TZA,2009,22.960
SL.SRV.EMPL.ZS,TZA,2008,22.560
SL.SRV.EMPL.ZS,TZA,2007,22.320
SL.SRV.EMPL.ZS,TZA,2006,21.779
SL.SRV.EMPL.ZS,TZA,2005,21.285
SL.SRV.EMPL.ZS,TZA,2004,20.763
SL.SRV.EMPL.ZS,TZA,2003,20.309
SL.SRV.EMPL.ZS,TZA,2002,19.932
SL.SRV.EMPL.ZS,TZA,2001,19.536
SL.SRV.EMPL.ZS,TZA,2000,19.228
SL.SRV.EMPL.ZS,TZA,1999,19.044
SL.SRV.EMPL.ZS,TZA,1998,18.842
SL.SRV.EMPL.ZS,TZA,1997,18.689
SL.SRV.EMPL.ZS,TZA,1996,18.560
SL.SRV.EMPL.ZS,TZA,1995,18.353
SL.SRV.EMPL.ZS,UGA,2024,27.361
SL.SRV.EMPL.ZS,UGA,2023,26.923
SL.SRV.EMPL.ZS,UGA,2022,26.498
SL.SRV.EMPL.ZS,UGA,2021,26.198
SL.SRV.EMPL.ZS,UGA,2020,27.880
SL.SRV.EMPL.ZS,UGA,2019,30.891
SL.SRV.EMPL.ZS,UGA,2018,26.004
SL.SRV.EMPL.ZS,UGA,2017,21.692
SL.SRV.EMPL.ZS,UGA,2016,21.573
SL.SRV.EMPL.ZS,UGA,2015,21.430
SL.SRV.EMPL.ZS,UGA,2014,21.277
SL.SRV.EMPL.ZS,UGA,2013,19.549
SL.SRV.EMPL.ZS,UGA,2012,23.993
SL.SRV.EMPL.ZS,UGA,2011,23.696
SL.SRV.EMPL.ZS,UGA,2010,25.249
SL.SRV.EMPL.ZS,UGA,2009,19.140
SL.SRV.EMPL.ZS,UGA,2008,19.721
SL.SRV.EMPL.ZS,UGA,2007,20.260
SL.SRV.EMPL.ZS,UGA,2006,20.759
SL.SRV.EMPL.ZS,UGA,2005,20.959
SL.SRV.EMPL.ZS,UGA,2004,21.725
SL.SRV.EMPL.ZS,UGA,2003,22.410
SL.SRV.EMPL.ZS,UGA,2002,22.153
SL.SRV.EMPL.ZS,UGA,2001,21.517
SL.SRV.EMPL.ZS,UGA,2000,21.205
SL.SRV.EMPL.ZS,UGA,1999,21.094
SL.SRV.EMPL.ZS,UGA,1998,20.621
SL.SRV.EMPL.ZS,UGA,1997,20.384
SL.SRV.EMPL.ZS,UGA,1996,20.147
SL.SRV.EMPL.ZS,UGA,1995,19.587
SL.SRV.EMPL.ZS,ZAF,2024,73.753
SL.SRV.EMPL.ZS,ZAF,2023,73.925
SL.SRV.EMPL.ZS,ZAF,2022,73.360
SL.SRV.EMPL.ZS,ZAF,2021,73.667
SL.SRV.EMPL.ZS,ZAF,2020,73.340
SL.SRV.EMPL.ZS,ZAF,2019,72.451
SL.SRV.EMPL.ZS,ZAF,2018,71.716
SL.SRV.EMPL.ZS,ZAF,2017,71.411
SL.SRV.EMPL.ZS,ZAF,2016,71.115
SL.SRV.EMPL.ZS,ZAF,2015,70.580
SL.SRV.EMPL.ZS,ZAF,2014,71.957
SL.SRV.EMPL.ZS,ZAF,2013,71.519
SL.SRV.EMPL.ZS,ZAF,2012,71.731
SL.SRV.EMPL.ZS,ZAF,2011,71.244
SL.SRV.EMPL.ZS,ZAF,2010,70.479
SL.SRV.EMPL.ZS,ZAF,2009,69.690
SL.SRV.EMPL.ZS,ZAF,2008,68.603
SL.SRV.EMPL.ZS,ZAF,2007,68.368
SL.SRV.EMPL.ZS,ZAF,2006,68.111
SL.SRV.EMPL.ZS,ZAF,2005,67.910
SL.SRV.EMPL.ZS,ZAF,2004,65.916
SL.SRV.EMPL.ZS,ZAF,2003,66.193
SL.SRV.EMPL.ZS,ZAF,2002,64.696
SL.SRV.EMPL.ZS,ZAF,2001,66.289
SL.SRV.EMPL.ZS,ZAF,2000,67.014
SL.SRV.EMPL.ZS,ZAF,1999,66.738
SL.SRV.EMPL.ZS,ZAF,1998,66.561
SL.SRV.EMPL.ZS,ZAF,1997,66.547
SL.SRV.EMPL.ZS,ZAF,1996,66.413
SL.SRV.EMPL.ZS,ZAF,1995,66.251
SL.AGR.EMPL.ZS,EGY,2024,17.977
SL.AGR.EMPL.ZS,EGY,2019,21.158
SL.AGR.EMPL.ZS,EGY,2014,27.690
SL.AGR.EMPL.ZS,EGY,2010,28.417
SL.AGR.EMPL.ZS,EGY,2005,31.862
SL.AGR.EMPL.ZS,EGY,2000,30.533
SL.AGR.EMPL.ZS,EGY,1995,34.864
SL.AGR.EMPL.ZS,ETH,2024,61.008
SL.AGR.EMPL.ZS,ETH,2019,61.810
SL.AGR.EMPL.ZS,ETH,2014,69.557
SL.AGR.EMPL.ZS,ETH,2010,73.836
SL.AGR.EMPL.ZS,ETH,2005,78.121
SL.AGR.EMPL.ZS,ETH,2000,76.598
SL.AGR.EMPL.ZS,ETH,1995,76.977
SL.AGR.EMPL.ZS,GHA,2024,35.186
SL.AGR.EMPL.ZS,GHA,2019,37.658
SL.AGR.EMPL.ZS,GHA,2014,43.895
SL.AGR.EMPL.ZS,GHA,2010,48.841
SL.AGR.EMPL.ZS,GHA,2005,61.311
SL.AGR.EMPL.ZS,GHA,2000,64.003
SL.AGR.EMPL.ZS,GHA,1995,68.624
SL.AGR.EMPL.ZS,KEN,2024,46.503
SL.AGR.EMPL.ZS,KEN,2019,49.734
SL.AGR.EMPL.ZS,KEN,2014,53.139
SL.AGR.EMPL.ZS,KEN,2010,55.642
SL.AGR.EMPL.ZS,KEN,2005,58.112
SL.AGR.EMPL.ZS,KEN,2000,60.383
SL.AGR.EMPL.ZS,KEN,1995,61.091
SL.AGR.EMPL.ZS,NGA,2024,34.101
SL.AGR.EMPL.ZS,NGA,2019,38.989
SL.AGR.EMPL.ZS,NGA,2014,40.603
SL.AGR.EMPL.ZS,NGA,2010,44.971
SL.AGR.EMPL.ZS,NGA,2005,49.147
SL.AGR.EMPL.ZS,NGA,2000,52.275
SL.AGR.EMPL.ZS,NGA,1995,53.812
SL.AGR.EMPL.ZS,RWA,2024,36.503
SL.AGR.EMPL.ZS,RWA,2019,47.270
SL.AGR.EMPL.ZS,RWA,2014,56.016
SL.AGR.EMPL.ZS,RWA,2010,61.984
SL.AGR.EMPL.ZS,RWA,2005,72.618
SL.AGR.EMPL.ZS,RWA,2000,79.052
SL.AGR.EMPL.ZS,RWA,1995,80.422
SL.AGR.EMPL.ZS,SEN,2024,30.648
SL.AGR.EMPL.ZS,SEN,2019,22.990
SL.AGR.EMPL.ZS,SEN,2014,34.490
SL.AGR.EMPL.ZS,SEN,2010,38.156
SL.AGR.EMPL.ZS,SEN,2005,41.639
SL.AGR.EMPL.ZS,SEN,2000,48.906
SL.AGR.EMPL.ZS,SEN,1995,50.846
SL.AGR.EMPL.ZS,TZA,2024,65.090
SL.AGR.EMPL.ZS,TZA,2019,64.685
SL.AGR.EMPL.ZS,TZA,2014,66.834
SL.AGR.EMPL.ZS,TZA,2010,69.101
SL.AGR.EMPL.ZS,TZA,2005,71.375
SL.AGR.EMPL.ZS,TZA,2000,73.367
SL.AGR.EMPL.ZS,TZA,1995,74.098
SL.AGR.EMPL.ZS,UGA,2024,65.411
SL.AGR.EMPL.ZS,UGA,2019,61.360
SL.AGR.EMPL.ZS,UGA,2014,71.937
SL.AGR.EMPL.ZS,UGA,2010,61.960
SL.AGR.EMPL.ZS,UGA,2005,61.569
SL.AGR.EMPL.ZS,UGA,2000,60.252
SL.AGR.EMPL.ZS,UGA,1995,61.387
SL.AGR.EMPL.ZS,ZAF,2024,5.439
SL.AGR.EMPL.ZS,ZAF,2019,5.245
SL.AGR.EMPL.ZS,ZAF,2014,4.582
SL.AGR.EMPL.ZS,ZAF,2010,4.757
SL.AGR.EMPL.ZS,ZAF,2005,6.034
SL.AGR.EMPL.ZS,ZAF,2000,8.477
SL.AGR.EMPL.ZS,ZAF,1995,9.317
